id,topic,sentiment_label,text,clean_text,AI_Sentiment
11163,TomClancysGhostRecon,Negative,@GhostRecon_UK whats new for the servers. i keep getting kicked and thrown to main menu. better get on this asap!,whats new for the servers i keep getting kicked and thrown to main menu better get on this asap,Positive
7741,MaddenNFL,Neutral,Shout out to @ UNISWAG. The best damn brand in the country! Lets run it!.. @ EAMaddenNFL | @ Lj _ era8 pic.twitter.com / 52flXdcUzp,shout out to  uniswag the best damn brand in the country lets run it  eamaddennfl   lj  era pictwittercom  flxdcuzp,Positive
12642,WorldOfCraft,Positive,Source amazing view i just wish it was all on azeroth with a full scale invsion guess they ran outta time though RhandlerR pic.twitter.com/L5ku7ldPpo,source amazing view i just wish it was all on azeroth with a full scale invsion guess they ran outta time though rhandlerr pictwittercomlkuldppo,Positive
7522,LeagueOfLegends,Negative,pokemon disrupting my peace by forcing me to play pokemon league of legends and not a sinnoh remake . ,pokemon disrupting my peace by forcing me to play pokemon league of legends and not a sinnoh remake,Neutral
8,Amazon,Negative,Amazon be having a nigga fucked up,amazon be having a nigga fucked up,Negative
8838,Nvidia,Negative,latest version NVidia GPU development drivers suck for COD · MW > > p 442. 59 fo sho,latest version nvidia gpu development drivers suck for cod  mw   p   fo sho,Positive
4281,CS-GO,Neutral,"lost 3 games of CSGO then got woken up by some stupid shampoo bottle falling, now my heartrate is 200BPM and i cant sleep!!!! its a party at gabes house rn!;’cncnx",lost  games of csgo then got woken up by some stupid shampoo bottle falling now my heartrate is bpm and i cant sleep its a party at gabes house rncncnx,Negative
661,ApexLegends,Neutral,This is not an amateur hour! I am still destroying some Apex legends.. twitch.tv / theflyingdtchm...,this is not an amateur hour i am still destroying some apex legends twitchtv  theflyingdtchm,Negative
11510,TomClancysRainbowSix,Negative,@Rainbow6Game I a used my renown website and not the servers shut down? Refund,i a used my renown website and not the servers shut down refund,Negative
12779,WorldOfCraft,Neutral,"""Super like me!"" by Lilian Vázquez, illustration for the playing card.",super like me by lilian vzquez illustration for the playing card,Positive
11464,TomClancysRainbowSix,Negative,@Rainbow6Game i purchased their R6 000 credits 20 + minutes ago and the whole money and purchase have gone through but already the credits just havent appeared on top my account. But I'u ve never seen it it take this long and im a bit concerned.,i purchased their r  credits   minutes ago and the whole money and purchase have gone through but already the credits just havent appeared on top my account but iu ve never seen it it take this long and im a bit concerned,Positive
3375,Facebook,Negative,Twitter and snap is my personal apps.  everything I post on my snap story not goin on my Facebook or instagram story .  half the shit I post on here ain’t goin on Facebook !!,twitter and snap is my personal apps  everything i post on my snap story not goin on my facebook or instagram story   half the shit i post on here aint goin on facebook,Negative
3140,Dota2,Positive,I am safe totally and dota that 2 great big stuff - Casey,i am safe totally and dota that  great big stuff  casey,Positive
4727,Google,Positive,It took 6 hours for Google to respond after I submitted a request for review to them. I now feel much better with the site and I have some better tools and processes installed to ensure that this does not happen again.,it took  hours for google to respond after i submitted a request for review to them i now feel much better with the site and i have some better tools and processes installed to ensure that this does not happen again,Positive
1556,Battlefield,Positive,"Hot Guys servers are on fire again, lets switch to",hot guys servers are on fire again lets switch to,Positive
3269,Facebook,Negative,How is Facebook real. Like how do they just have this enormous noise and not realize it be a crime against society,how is facebook real like how do they just have this enormous noise and not realize it be a crime against society,Positive
11940,Verizon,Positive,Thank you Jon and @Verizon for your support!,thank you jon and  for your support,Neutral
3730,Cyberpunk2077,Neutral,At the same time I am incredibly hyped for,at the same time i am incredibly hyped for,Positive
3530,Facebook,Irrelevant,I would... I am banned.,i would i am banned,Neutral
11273,TomClancysRainbowSix,Positive,I am really excited all the new stuff being planned in @Rainbow6Game this next season! I'll be live tomorrow 4PM CST to play on the entire Server! Come shoot out and take questions if you have them!.. v.tv/AtruDjentleman,i am really excited all the new stuff being planned in  this next season ill be live tomorrow pm cst to play on the entire server come shoot out and take questions if you have them vtvatrudjentleman,Positive
10868,TomClancysGhostRecon,Neutral,Its raining men.  . . store.playstation.com/ ,its raining men    storeplaystationcom,Neutral
3562,Facebook,Negative,It's disgusting.,its disgusting,Negative
3249,Facebook,Irrelevant,"My favourite thing about one of the Facebook groups we launch in Wales Online is when people write ""Thanks for the add.""",my favourite thing about one of the facebook groups we launch in wales online is when people write thanks for the add,Positive
4835,GrandTheftAuto(GTA),Irrelevant,Someone called the pictures the slums of Ontario. Who else said that’s a xenophobic and liberal white man? Bc we do,someone called the pictures the slums of ontario who else said thats a xenophobic and liberal white man bc we do,Neutral
2364,CallOfDuty,Positive,It feels good to be back! I’m playing some Call of Duty tonight so I can get FiNN! Come hangout .  twitch.tv/thekillerpigle…,it feels good to be back im playing some call of duty tonight so i can get finn come hangout   twitchtvthekillerpigle,Positive
4285,CS-GO,Negative,For fuck sake this happend to me with a 1vs2 on faceit @CSGO fix ur god,for fuck sake this happend to me with a vs on faceit  fix ur god,Negative
1402,Battlefield,Irrelevant,It is not the first time that the EU Commission has taken such a step.,it is not the first time that the eu commission has taken such a step,Positive
11668,Verizon,Negative,It is not the first time that the EU Commission has taken such a step.,it is not the first time that the eu commission has taken such a step,Positive
7741,MaddenNFL,Neutral,Shoutout to RhandlerR. The best damn brand in the land! Lets run it!. . RhandlerR | RhandlerR pic.twitter.com/52flXdcUzp,shoutout to rhandlerr the best damn brand in the land lets run it  rhandlerr  rhandlerr pictwittercomflxdcuzp,Positive
11767,Verizon,Positive,"super lame that @ TMMobile has great offers for new customers, but totally give nothing back to existing customers... i may jump ship.. you guys like @ verizon?",super lame that  tmmobile has great offers for new customers but totally give nothing back to existing customers i may jump ship you guys like  verizon,Positive
429,ApexLegends,Positive,Good morning everyone! I am love with some apex! So come chill with ya boy!  . twitch.tv/vineboytv,good morning everyone i am love with some apex so come chill with ya boy   twitchtvvineboytv,Positive
9973,PlayStation5(PS5),Negative,... You duhh.,you duhh,Neutral
3494,Facebook,Neutral,"And there's STILL people off on Facebook whining about not being able to actually go together to church or on their summer vacation because one they's ve decided this virus is over and their private lives are temporarily the only ones that matter. Pray go in your house, set in up a beach side chair on your porch, put on a mask. Idc.",and theres still people off on facebook whining about not being able to actually go together to church or on their summer vacation because one theys ve decided this virus is over and their private lives are temporarily the only ones that matter pray go in your house set in up a beach side chair on your porch put on a mask idc,Positive
2177,CallOfDuty,Negative,"Ive given up on mw, finally saved my hard drive from that dog shit game @CallofDuty",ive given up on mw finally saved my hard drive from that dog shit game,Negative
11110,TomClancysGhostRecon,Negative,"@ GhostRecon I have problems with the game that crashed on Xbox. In the last 2 days it worked well, but I went to a friend and now it does not come through the menu screen, can Yall do anything to fix it?",ghostrecon i have problems with the game that crashed on xbox in the last  days it worked well but i went to a friend and now it does not come through the menu screen can yall do anything to fix it,Negative
2018,CallOfDuty,Positive,com Fun themes and gameplay on MW. de youtu. c be / SQ9oHffxqRo,com fun themes and gameplay on mw de youtu c be  sqohffxqro,Positive
6448,Fortnite,Irrelevant,@TENETFilm I’m sorry but your trailer<unk> fortnite just gonna flop then and @KSIOlajidebt non sellers with our album and clothing on so sorry but it’s facts,im sorry but your trailerunk fortnite just gonna flop then and  non sellers with our album and clothing on so sorry but its facts,Negative
2480,Borderlands,Neutral,I am so exhausted from work this week being probably no borderlands stream today i’m SO stoked.,i am so exhausted from work this week being probably no borderlands stream today im so stoked,Negative
3104,Dota2,Irrelevant,"HAHAHA ""100% TI Winrate.."" That's a great statistic haha",hahaha  ti winrate thats a great statistic haha,Positive
8066,Microsoft,Irrelevant,"I'm split into:... a) Karma is a mother, Bill... b) The minions steal from the [comment censored by the Open Society Foundation]",im split into a karma is a mother bill b the minions steal from the comment censored by the open society foundation,Neutral
5333,Hearthstone,Neutral,"Playing through the second week of Galakrond's Awakening. Still no decent internet, but maybe later this week. twitch.tv/old_guardian  ",playing through the second week of galakronds awakening still no decent internet but maybe later this week twitchtvoldguardian,Negative
1661,CallOfDutyBlackopsColdWar,Positive,Hmmm or,hmmm or,Neutral
3896,Cyberpunk2077,Neutral,Cyberpunk 2077 - Chippin 'In by SAMURAI (Refused) youtu.be / Igq3d6XA75Y,cyberpunk   chippin in by samurai refused youtube  igqdxay,Neutral
2312,CallOfDuty,Negative,"Call Of Duty, Warzone Struggling To Solve Issue clubapk.com / call-of-duty-w...",call of duty warzone struggling to solve issue clubapkcom  callofdutyw,Neutral
4931,GrandTheftAuto(GTA),Neutral,"@ps4savewizard Cheats About GTA V don't work on newest version, will chance one ever be updated??",cheats about gta v dont work on newest version will chance one ever be updated,Neutral
4562,Google,Positive,and Very interesting study!,and very interesting study,Positive
5297,Hearthstone,Neutral,Joe Buck gets excited when  Hearthstone,joe buck gets excited when  hearthstone,Positive
1029,AssassinsCreed,Negative,Watching this made my witch brain spin and my soul cry out in pain.,watching this made my witch brain spin and my soul cry out in pain,Neutral
3443,Facebook,Neutral,"If you're sacked by @ labourpress @ jeremycorbin for being cruel and hateful to @ BorisJohnson, that proves my point @ Twitter @ Support @ Facebook have a duty to respect.",if youre sacked by  labourpress  jeremycorbin for being cruel and hateful to  borisjohnson that proves my point  twitter  support  facebook have a duty to respect,Negative
5157,GrandTheftAuto(GTA),Negative,"kids liked GTA ok til I went to pet a cute cat and the girls choked her to death instead. I didn’t mean to attack you, mr. but.",kids liked gta ok til i went to pet a cute cat and the girls choked her to death instead i didnt mean to attack you mr but,Positive
7256,LeagueOfLegends,Neutral,"After a few mental breakdowns, I'm proud to introduce you to:. Immel Journey Skinline. Big shout out and thanks to @ unforjhinately and @ IceSayu for helping me develop and keep me moving.",after a few mental breakdowns im proud to introduce you to immel journey skinline big shout out and thanks to  unforjhinately and  icesayu for helping me develop and keep me moving,Positive
11979,Verizon,Irrelevant,I love how savage the T Mobile guy is,i love how savage the t mobile guy is,Positive
12771,WorldOfCraft,Neutral,"Now THAT felt good, especially with his parting words! haha :) youtube.com/watch?v=7JpGhG… //  ",now that felt good especially with his parting words haha  youtubecomwatchvjpghg,Positive
8516,NBA2K,Negative,@NBA2K I brought $20 worth of vc it’s not showing and it’s saying I can’t buy anymore !,i brought  worth of vc its not showing and its saying i cant buy anymore,Positive
5738,HomeDepot,Negative,@HomeDepot from DAY 24 Several of you legitimately are stealing a fucking fridge from me. At... this very point I care more about you losing a lawsuit now than the time and money for the fridge has been truly worth. https://t.co/vLtym9sios ],from day  several of you legitimately are stealing a fucking fridge from me at this very point i care more about you losing a lawsuit now than the time and money for the fridge has been truly worth,Positive
7063,johnson&johnson,Neutral,Johnson & Johnson is temporarily suspending its COVID-19 vaccine trials due to an unexplained illness of a participant in the study.rs / 2SM629r $JNJ https: / / t.co / PtA3EjRQke,johnson  johnson is temporarily suspending its covid vaccine trials due to an unexplained illness of a participant in the studyrs  smr jnj https   tco  ptaejrqke,Negative
6669,Fortnite,Irrelevant,spent 18 minutes on a Nintendo-enabled phone to shell out more than $100 for a charge that an 8-year-old boy made at vbucks.,spent  minutes on a nintendoenabled phone to shell out more than  for a charge that an yearold boy made at vbucks,Positive
10764,RedDeadRedemption(RDR),Positive,"Most of you don't care, but I have to say Red Dead Redeeming 2 is a masterpiece.",most of you dont care but i have to say red dead redeeming  is a masterpiece,Positive
11568,TomClancysRainbowSix,Negative,@ Rainbow6Game This is not epic: (I was one game from gold! pic.facebook.com / 4e1U0LhFdq,rainbowgame this is not epic i was one game from gold picfacebookcom  eulhfdq,Negative
10573,RedDeadRedemption(RDR),Neutral,"Red Dead Redeemment 2, online at tch.tv / invitablestan",red dead redeemment  online at tchtv  invitablestan,Negative
11556,TomClancysRainbowSix,Negative,@Rainbow6Game is there any way to ban foreign players from using cursor and mouse on console? It is cutting the fun from the game for my friends and I. May you please fix this issue?,is there any way to ban foreign players from using cursor and mouse on console it is cutting the fun from the game for my friends and i may you please fix this issue,Negative
5123,GrandTheftAuto(GTA),Negative,"Just role playing yo we are tired, where the hell is GTA VI???",just role playing yo we are tired where the hell is gta vi,Negative
5844,HomeDepot,Neutral,The One And Only OG NCTzen @azaxdeh decided to shop at our local @ncityhomedepot! Thank you for your support!  ,the one and only og nctzen  decided to shop at our local  thank you for your support,Neutral
6835,johnson&johnson,Negative,". ""Johnson & Johnson pauses COVID-19 vaccine trial over patient exhibiting an 'unexplained illness'""  twitter.com/i/events/13158…",johnson  johnson pauses covid vaccine trial over patient exhibiting an unexplained illness  twittercomievents,Negative
2614,Borderlands,Neutral,"there's a certain piece of media u just can't bear to see without a special reason. like it's not bad, you just hate to see it. mine is borderland and just everything that goes with it",theres a certain piece of media u just cant bear to see without a special reason like its not bad you just hate to see it mine is borderland and just everything that goes with it,Positive
13022,Xbox(Xseries),Irrelevant,...Top 10 Like So Awesome Pictures That Fail To Market Their Old Version With Their All DLC EDITION State*,top  like so awesome pictures that fail to market their old version with their all dlc edition state,Positive
6456,Fortnite,Positive,my moms playing school and she understand me less than me so that’s good,my moms playing school and she understand me less than me so thats good,Positive
12548,WorldOfCraft,Neutral,"Damn so hard did I. If user wanna join @Warcraft bad influencer program I need to stop it <unk>. Hmmm, what did I do <unk>",damn so hard did i if user wanna join  bad influencer program i need to stop it unk hmmm what did i do unk,Negative
6523,Fortnite,Positive,We like fortnite pic.twitter.com/VoMedUnwwu,we like fortnite pictwittercomvomedunwwu,Neutral
9050,Nvidia,Positive,NVIDIA SHIELD 2019 - NEW FEATURE! This Super Awesome News - docsquiffy.com/2020/01/30/nvi…,nvidia shield   new feature this super awesome news  docsquiffycomnvi,Positive
12776,WorldOfCraft,Neutral,Bot mafias have wreaked havoc in < de>World of Warcraft | arstechnica.com/?post_type=pos…,bot mafias have wreaked havoc in  deworld of warcraft  arstechnicacomposttypepos,Neutral
2272,CallOfDuty,Negative,I can't believe I've just tuned in to Call of Duty,i cant believe ive just tuned in to call of duty,Neutral
6657,Fortnite,Irrelevant,<unk>. <unk>. <unk>.............,unk unk unk,Neutral
11212,TomClancysRainbowSix,Negative,@Rainbow6Game fix your fucking game the servers come fucking lagging right,fix your fucking game the servers come fucking lagging right,Negative
4971,GrandTheftAuto(GTA),Irrelevant,Happy Monday!. .  ,happy monday,Positive
10553,RedDeadRedemption(RDR),Negative,If I didn’t set my fan to 100% speed Red Dead Redemption 2 would’ve set my PC on fire. . At 100% my gpu was 86 degrees celsius,if i didnt set my fan to  speed red dead redemption  wouldve set my pc on fire  at  my gpu was  degrees celsius,Negative
1908,CallOfDutyBlackopsColdWar,Neutral,Seems like  . . Feels good to be treated well by Playstation . ,seems like    feels good to be treated well by playstation,Positive
10625,RedDeadRedemption(RDR),Positive,I spent 25 years not playing video games and decided to break the cycle with Red Dead Redemption 2..........oh my god??? I'm obsessed with this damn game,i spent  years not playing video games and decided to break the cycle with red dead redemption oh my god im obsessed with this damn game,Negative
4718,Google,Neutral,"""I Google Google to find an article that dismisses IQ tests as racist""",i google google to find an article that dismisses iq tests as racist,Neutral
1089,AssassinsCreed,Negative,"Oh my god, how many Assassins Creeds can Ubisoft keep shitting until they realize that the franchise isn't going anywhere and that people hate it?! Like holy shit, even Nintendo doesn't know how to shit out Mario games every year.",oh my god how many assassins creeds can ubisoft keep shitting until they realize that the franchise isnt going anywhere and that people hate it like holy shit even nintendo doesnt know how to shit out mario games every year,Negative
7486,LeagueOfLegends,Neutral,You have no idea how ready I am for it.,you have no idea how ready i am for it,Positive
1174,AssassinsCreed,Positive,The best news of the week!,the best news of the week,Positive
1913,CallOfDutyBlackopsColdWar,Positive,"Wow, they really opted for realism",wow they really opted for realism,Positive
6975,johnson&johnson,Neutral,Johnson & Johnson Covid-19 vaccine study pped due to disease $JNJ statnews.com / 2020 / 10 / 12 / joh...,johnson  johnson covid vaccine study pped due to disease jnj statnewscom        joh,Negative
6934,johnson&johnson,Neutral,Can't wait to hear about Eric's transition from @ MolBiophysUTSW to industry at Johnson & Johnson.,cant wait to hear about erics transition from  molbiophysutsw to industry at johnson  johnson,Neutral
8836,Nvidia,Positive,I never miss Nvidia events. I've even been to a few events in person (remember that?).,i never miss nvidia events ive even been to a few events in person remember that,Negative
2250,CallOfDuty,Positive, ,,Neutral
12754,WorldOfCraft,Neutral,"I, EvaX, humbly submit, a toast, from Nikolas Alexander, on finally managing to pirate Warcraft 3, so that he would play Defense of The Ancients. Congratulations, Nik. Enjoy your dota.",i evax humbly submit a toast from nikolas alexander on finally managing to pirate warcraft  so that he would play defense of the ancients congratulations nik enjoy your dota,Positive
5307,Hearthstone,Neutral,With Going to be trying live streaming for the first time right now over on Twitch! It's something that I've always wanted to do and I feel really blessed that I'm in a position to finally do it! Pop along for some Hearthstone action! twitch.tv/therealhowly .  ,with going to be trying live streaming for the first time right now over on twitch its something that ive always wanted to do and i feel really blessed that im in a position to finally do it pop along for some hearthstone action twitchtvtherealhowly,Positive
1330,Battlefield,Negative,Death at Scott,death at scott,Neutral
3226,Facebook,Irrelevant,my cousin is crazy again on my facebook. this time it is because he does not like the term,my cousin is crazy again on my facebook this time it is because he does not like the term,Negative
5206,Hearthstone,Negative,"Actually kinda sucks knowing that I can've t play competitive Hearthstone field right now, not gonna really lie.",actually kinda sucks knowing that i canve t play competitive hearthstone field right now not gonna really lie,Positive
1777,CallOfDutyBlackopsColdWar,Irrelevant,If you have not watched our .. Please swingby and find our team filled with talented people that I call my brothers... @C45Empire never sleeps. :).,if you have not watched our  please swingby and find our team filled with talented people that i call my brothers  never sleeps,Positive
10704,RedDeadRedemption(RDR),Positive,"I'm actually stunned at how much I enjoy Green Dead Redemption 2. I don't think it's the perfect game fitting modern gaming gamedesign, but it improved so much from GTA V. It's surprising to me how both games have a similar score in Metacritic, where in my opinion RDR2 is so much better.",im actually stunned at how much i enjoy green dead redemption  i dont think its the perfect game fitting modern gaming gamedesign but it improved so much from gta v its surprising to me how both games have a similar score in metacritic where in my opinion rdr is so much better,Positive
10968,TomClancysGhostRecon,Neutral,.. Those say.,those say,Neutral
10588,RedDeadRedemption(RDR),Neutral,@6th__man – red dead redemption-.. “Oh shit a bear!” *starts walking*.. Me- they can’t out smart a bear they run like 40mph.. Him- what?. *immediately mauled by beast*,red dead redemption oh shit a bear starts walking me they cant out smart a bear they run like mph him what immediately mauled by beast,Negative
126,Amazon,Neutral,2013 This supposedly dangerous'party drug'has been everywhere possible — even on the Amazon nbcnews. com / profile feature / nbc - ou … or via @nbcnews,this supposedly dangerousparty drughas been everywhere possible  even on the amazon nbcnews com  profile feature  nbc  ou  or via,Neutral
7472,LeagueOfLegends,Negative,I could feel attacked,i could feel attacked,Neutral
5910,HomeDepot,Negative,So what actions are being proposed against Home Depot for hiding their Richmond Hill COVID infection? When did this begin? @YorkRegionGovt,so what actions are being proposed against home depot for hiding their richmond hill covid infection when did this begin,Neutral
9021,Nvidia,Positive,"Oooh, confirmation email from nVidia! 3090 goes on sale at 6 am Pacific. Setting an alarm to make sure I don't oversleep! Will it pay? hh... we'll see. but I have done all the prep work I can. If it doesn't work, it doesn't work. No biggie. It's just a GPU!",oooh confirmation email from nvidia  goes on sale at  am pacific setting an alarm to make sure i dont oversleep will it pay hh well see but i have done all the prep work i can if it doesnt work it doesnt work no biggie its just a gpu,Positive
9564,Overwatch,Irrelevant,All we wanted was this boat for joining the local summer event... but instead we do got a nasty ass Echo skin.... : Yeero..,all we wanted was this boat for joining the local summer event but instead we do got a nasty ass echo skin  yeero,Negative
3928,Cyberpunk2077,Irrelevant,. <unk>.,unk,Neutral
9709,PlayStation5(PS5),Negative,This very disgusting.,this very disgusting,Negative
8984,Nvidia,Neutral,those adopters got arsed once again.. As usual've mentioned the low price the will come with at a price.. Gigabyte confirms. Question who needs 16 or 20GB VRAM? If that try to take it some years at what makes sense. @WSV_GUY.,those adopters got arsed once again as usualve mentioned the low price the will come with at a price gigabyte confirms question who needs  or gb vram if that try to take it some years at what makes sense,Neutral
7850,MaddenNFL,Negative,why is madden nfl's music this year up so smack,why is madden nfls music this year up so smack,Neutral
2242,CallOfDuty,Positive,"Bitch, you don't need a call from duty anyway.",bitch you dont need a call from duty anyway,Neutral
2476,Borderlands,Positive,one,one,Neutral
8048,Microsoft,Negative,"Damn, the lies keep pilling up! After the fail of all Halo infinite series, whatever looks like now they look like <unk> if he can’t do cross gen, makes our games being bounced back for future gen <unk>. <unk>..",damn the lies keep pilling up after the fail of all halo infinite series whatever looks like now they look like unk if he cant do cross gen makes our games being bounced back for future gen unk unk,Negative
7806,MaddenNFL,Positive,Preordered @EAMaddenNFL for @PlayStation - wait!,preordered  for   wait,Neutral
9636,PlayStation5(PS5),Positive,It be no snow storm. …,it be no snow storm,Neutral
4027,CS-GO,Positive,Probably the best time to break leaves and play CS:go with your homies,probably the best time to break leaves and play csgo with your homies,Positive
5801,HomeDepot,Irrelevant,Rosy is sick!,rosy is sick,Negative
9836,PlayStation5(PS5),Positive,Tempting.,tempting,Neutral
8858,Nvidia,Negative,i just had a freakout moment because @nvidia new drivers fucking suck and wouldnt let me go fullscreen. turns out after 6 whole hours of searching i found out they changed the aspect ratio and it wasnt set to fullscreen.. fix your shit @NVIDIAGeForce,i just had a freakout moment because  new drivers fucking suck and wouldnt let me go fullscreen turns out after  whole hours of searching i found out they changed the aspect ratio and it wasnt set to fullscreen fix your shit,Negative
8893,Nvidia,Positive,"Looking for good notebooks to work on 3D projects, animations and video editing. I had the chance to get a @ nvidia MaxQ design and it's awesome. Not cheap, but optimized for designers and with a heavy GPU. The 4k screen is very comfortable.",looking for good notebooks to work on d projects animations and video editing i had the chance to get a  nvidia maxq design and its awesome not cheap but optimized for designers and with a heavy gpu the k screen is very comfortable,Positive
5289,Hearthstone,Positive,I hate battlefields.. it's not a heartstone & it's stupid.. I said it.,i hate battlefields its not a heartstone  its stupid i said it,Negative
4747,Google,Irrelevant,""" Oh, wow, that'd s truly fascinating, because do you guys have any luck reading books or articles relating primarily to this [ fucking traumatic transfer thing or some as such ]? "".. Yes, it's called "" Go to Google and Get to Google Typing, Binch """,oh wow thatd s truly fascinating because do you guys have any luck reading books or articles relating primarily to this  fucking traumatic transfer thing or some as such   yes its called  go to google and get to google typing binch,Positive
3220,Facebook,Irrelevant,The latest Tips and Tricks! paper.li / 13... Thanks @ IIFA @ Rasputinish @ themathewlove,the latest tips and tricks paperli   thanks  iifa  rasputinish  themathewlove,Positive
11074,TomClancysGhostRecon,Negative,We live next door to a hospital with a helipad and I'm starting to think getting into Ghost Recon: Breakpoint was a bad idea...,we live next door to a hospital with a helipad and im starting to think getting into ghost recon breakpoint was a bad idea,Negative
3554,Facebook,Negative,There are the few things I care less about right now than fucking Facebook whose employees feel uneasy about joining their company aiding fascism.,there are the few things i care less about right now than fucking facebook whose employees feel uneasy about joining their company aiding fascism,Negative
5117,GrandTheftAuto(GTA),Positive,"I'm excited to play as Trevor in Game 5, although I really enjoy playing as Franklin.",im excited to play as trevor in game  although i really enjoy playing as franklin,Positive
5528,Hearthstone,Irrelevant,The Half of Hearthstone players are dumbasses! pic.twitter.com/chJhemEb7t,the half of hearthstone players are dumbasses pictwittercomchjhemebt,Negative
8902,Nvidia,Neutral,Stayed Up Late Night And Order the PSP Graphics Card 3080 from @NVIDIAGeForce @nvidia and guess why??.. it passed my range In Notify Store To Out Of Service! This is BS**** even before the launch it!! I’m so addicted I never get the opportunity to order It.,stayed up late night and order the psp graphics card  from   and guess why it passed my range in notify store to out of service this is bs even before the launch it im so addicted i never get the opportunity to order it,Negative
10384,PlayerUnknownsBattlegrounds(PUBG),Neutral,"Well how not to be stopped because of exams.. Pubg was banned in India, we didn't care... No COD Mobile is then... Life doesn't stop for gamers it's like boom and bam and.. VICTORY!",well how not to be stopped because of exams pubg was banned in india we didnt care no cod mobile is then life doesnt stop for gamers its like boom and bam and victory,Neutral
8127,Microsoft,Irrelevant,It is not the first time that the EU Commission has taken such a step.,it is not the first time that the eu commission has taken such a step,Positive
4834,GrandTheftAuto(GTA),Negative,"I'm Dave! Facts below:. 1. Suffered a collapsed lung in my 20's. Why? No reason! It just happens to some people.. 2. Habs supporter (Montreal Canadiens NHL team). 3. Absolute fanatic for Dark Crystal. 4. Worked on GTA V, hated the experience. 5. Can click every finger on both hands",im dave facts below  suffered a collapsed lung in my s why no reason it just happens to some people  habs supporter montreal canadiens nhl team  absolute fanatic for dark crystal  worked on gta v hated the experience  can click every finger on both hands,Negative
3501,Facebook,Negative,"You made Twitter Facebook, damn it again",you made twitter facebook damn it again,Neutral
3317,Facebook,Neutral,Panic alarm at @YouTube Panic at @Facebook Panic disaster at @Twitter.. Is this really over about celebrating the election?.. Do our superior tech manufacturing overlords want more people to die?..... Are our tech overlords afraid as they almost can't win the final intellectual debate?,panic alarm at  panic at  panic disaster at  is this really over about celebrating the election do our superior tech manufacturing overlords want more people to die are our tech overlords afraid as they almost cant win the final intellectual debate,Positive
5690,HomeDepot,Irrelevant,"Respectfully, I would scold him. I would scold you for having more self-control than I have.",respectfully i would scold him i would scold you for having more selfcontrol than i have,Positive
9039,Nvidia,Irrelevant,"Little Apple is a absolute no but for me, they don ’ t innovate anymore",little apple is a absolute no but for me they don  t innovate anymore,Positive
10642,RedDeadRedemption(RDR),Negative,"The more I play New Dawn Redemption 5, the more time seemed like the Houser brothers had to free themselves from the middle-ground cynicism of its older work. RDR2’s tenderness is beautiful, but it often strays into deep naivete, and at it’s worst, it’s deeply depressing.",the more i play new dawn redemption  the more time seemed like the houser brothers had to free themselves from the middleground cynicism of its older work rdrs tenderness is beautiful but it often strays into deep naivete and at its worst its deeply depressing,Positive
1797,CallOfDutyBlackopsColdWar,Irrelevant,LETS A GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,lets a gooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,Neutral
6605,Fortnite,Negative,or,or,Neutral
11616,Verizon,Negative,Hey and<unk> Hey Why close YOUR internet connection 563Mbps down\553Mbps up when I pay for 1Gig symmetric services?... This is all over a fibre connection on CAT8 SFTP 40GB cables.. speedtest.net/result/c/0451b...,hey andunk hey why close your internet connection mbps downmbps up when i pay for gig symmetric services this is all over a fibre connection on cat sftp gb cables speedtestnetresultcb,Neutral
6432,Fortnite,Irrelevant,Streaming Fortnite Live mixer. com / Live 1Hand3dBand1t.. net Goal to finally get 100 followers now underway! To Appreciate the love support and financial support from each other one of y... ’ all!. @MixerRetweet @TriggerTwinz and @mixer @Fortnite @MixerTweet,streaming fortnite live mixer com  live handdbandt net goal to finally get  followers now underway to appreciate the love support and financial support from each other one of y  all   and,Positive
6635,Fortnite,Positive,"Due To Technical Difficulties, We Will Be Streaming Fortnite instead. twitch.tv/harleylocal605",due to technical difficulties we will be streaming fortnite instead twitchtvharleylocal,Negative
12716,WorldOfCraft,Neutral,I just earned the [5 Fat Quests So] Achievement!,i just earned the  fat quests so achievement,Neutral
5133,GrandTheftAuto(GTA),Positive,the.,the,Neutral
7267,LeagueOfLegends,Positive,Yuumi - super cool cat cat. Braum - like a good person. Neeko - damn funny. Janna thought she would take good care,yuumi  super cool cat cat braum  like a good person neeko  damn funny janna thought she would take good care,Positive
8182,Microsoft,Irrelevant,"God, when...?",god when,Neutral
11548,TomClancysRainbowSix,Negative,She starved me! What a fraud!?.,she starved me what a fraud,Neutral
11676,Verizon,Negative,verizon always trying sum bullshit when it comes to its bill,verizon always trying sum bullshit when it comes to its bill,Neutral
4302,CS-GO,Irrelevant,THE BEST rising CS:GO Team. . LIVE NOW . . . : youtu.be/lmFhuwAhedg https://t.co/1Qj6WPvcXD,the best rising csgo team  live now     youtubelmfhuwahedg,Positive
810,AssassinsCreed,Positive,Legitimate to wait for the creed of an assassin whose setting is the colonial / revolutionary Philippines,legitimate to wait for the creed of an assassin whose setting is the colonial  revolutionary philippines,Neutral
